;;;;Translations;;;;;;Linking;;;;;;
data_findability_49;PrefLabel;data findability;;vindbaarheid van gegevens;facilité de recherche des données;Auffindbarkeit der Daten;ευρεσιμότητα δεδομένων;reperibilità dei dati;najdljivost podatkov;http://data.loterre.fr/ark:/67375/TSO-JDVCT02T-P;;;;;;
;AltLabel;findability;;vindbaarheid;facilité de recherche ;Auffindbarkeit;ευρεσιμότητα;reperibilità;razpoložljivost za iskanje;;;;;;;
;Definition;Principle that aims at easing data discoverability by both humans and machines;;;;;;;;;;;;;;
data_format_50;PrefLabel;data format;;gegevensformaat ;format des données;Datenformat ;μορφότυπο δεδομένων;formato dati ;format podatkov;;;;;;ISO 5127:2017(en), 3.1.13.12;
;Definition;A specific convention for data representation i.e. the way that information is encoded and stored for use in a computer system, possibly constrained by a formal data type or set of standards.;W3C Recommendations, https://www.w3.org/TR/2017/REC-dwbp-20170131/;Een specifieke conventie voor gegevensrepresentatie, d.w.z. de manier waarop informatie wordt gecodeerd en opgeslagen voor gebruik in een computersysteem, eventueel beperkt door een formeel gegevenstype of een reeks normen.;Une convention spécifique pour la représentation des données, c'est-à-dire la manière dont les informations sont codées et stockées pour être utilisées dans un système informatique, éventuellement limitée par un type de données formel ou un ensemble de standards.;Eine spezifische Übereinkunft zur Datendarstellung, d. h. wie Informationen zur Verwendung in einem Computersystem codiert und gespeichert werden, möglicherweise begrenzt durch einen formalen Datentyp oder einen Normenkatalog.;Μια συγκεκριμένη σύμβαση για την αναπαράσταση δεδομένων, δηλαδή ο τρόπος με τον οποίο οι πληροφορίες κωδικοποιούνται και αποθηκεύονται για χρήση σε ένα υπολογιστικό σύστημα, που ενδεχομένως περιορίζεται από έναν επίσημο τύπο δεδομένων ή ένα σύνολο προτύπων.;Una convenzione specifica per la rappresentazione dei dati, cioè il modo in cui le informazioni sono codificate e memorizzate per l'uso in un sistema informatico, possibilmente vincolato da un tipo di dati formale o da un insieme di standard.;Poseben dogovor za prikazovanje podatkov, tj. način kodiranja in shranjevanja informacij za uporabo v računalniškem sistemu, lahko omejena glede na formalni tip podatkov ali skupino standardov.;;;;;;;
data_governance_51;PrefLabel;data governance;;gegevensbeheer ;gouvernance des données ;Datenverwaltung ;διακυβέρνηση δεδομένων ;governance dei dati ;upravljanje podatkov;http://data.loterre.fr/ark:/67375/TSO-GQVTBXJ4-X;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000458;;;;ISO/TR 14872:2019(en), 3.2;
;Definition;The process of managing the availability, usability, integrity and security of the data in a system, based on internal data standards and policies that also control data usage.;"Loterre Open Science Thesaurus, ""data governance"", http://data.loterre.fr/ark:/67375/TSO-GQVTBXJ4-X";Het proces van het beheer van de beschikbaarheid, bruikbaarheid, integriteit en veiligheid van de gegevens in een systeem, op basis van interne gegevensnormen en beleidslijnen die ook het gebruik van de gegevens controleren.;Le processus de gestion de la disponibilité, de la facilité d'utilisation, de l'intégrité et de la sécurité des données dans un système, sur la base de standards et de politiques internes en matière de données qui contrôlent également l'utilisation des données.;Das Verwaltungsverfahren zur Gewährleistung der Verfügbarkeit, Benutzerfreundlichkeit, Integrität und Sicherheit von Daten in einem System anhand von internen Datenstandards und -richtlinien, die auch die Datennutzung regeln.;Η διαδικασία διαχείρισης της διαθεσιμότητας, της χρηστικότητας, της ακεραιότητας και της ασφάλειας των δεδομένων σε ένα σύστημα, με βάση εσωτερικά πρότυπα δεδομένων και πολιτικές που ελέγχουν επίσης τη χρήση των δεδομένων.;Il processo di gestione della disponibilità, usabilità, integrità e sicurezza dei dati in un sistema, basato su standard interni di dati e politiche che controllano anche l'uso dei dati.;Postopek upravljanja obstojnosti, uporabnosti, neokrnjenosti in varovanja podatkov v sistemu na podlagi notranjih podatkovnih standardov in politik, ki uravnavajo tudi uporabo podatkov.;;;;;;;
data_holding_52;PrefLabel;data holding;;data archief;jeu de données;Datenbestand;τήρηση δεδομένων ;detenzione dei dati;hranjeni podatki;;;;;;;http://data.loterre.fr/ark:/67375/TSO-ZQ5PMX6N-7
;Definition;Logical or physical set of data (e.g. database) stored together with its description (e.g. schema).;UN Terminology on Statistical Metadata;Logische of fysieke reeks gegevens (bv. database) die samen met de beschrijving ervan (bv. schema) wordt opgeslagen.;Ensemble logique ou physique de données (par exemple, une base de données) stocké avec sa description (par exemple, un schéma).;Logische oder physische Datensätze (z. B. Datenbanken), die gemeinsam mit ihrer Beschreibung (z. B. einem Schema) gespeichert werden.;Λογικό ή φυσικό σύνολο δεδομένων (π.χ. βάση δεδομένων) που αποθηκεύεται μαζί με την περιγραφή του (π.χ. σχήμα).;Insieme logico o fisico di dati (es. database) memorizzato insieme alla sua descrizione (es. schema).;Logična ali fizični datoteka podatkov (npr. podatkovna baza), v spravilu skupaj z njihovim opisom (npr. shema).;;;;;;;
data_infrastructure_53;PrefLabel;data infrastructure;;data-infrastructuur;infrastructure de données;Dateninfrastruktur;υποδομή δεδομένων;infrastruttura dati;podatkovna infrastruktura;;;;;;;
;Definition;ICT infrastructure enabling services for supporting the data life-cycle.;"EOSC Glossary, ""data infrastructure"" (3.9), https://eosc-portal.eu/glossary";ICT-infrastructuurdiensten ter ondersteuning van de levenscyclus van gegevens.;Services d'infrastructure TIC permettant de soutenir le cycle de vie des données.;IKT-Infrastrukturdienste zur Unterstützung des Datenlebenszyklus.;Υποδομή ΤΠΕ που προσφέρει υπηρεσίες για την υποστήριξη του κύκλου ζωής των δεδομένων.;Infrastruttura ICT che fornisce servizi per gestire il ciclo di vita dei dati;Storitve infrastrukture IKT za podporo življenjskemu krogu podatkov.;;;;;;;
data_integration_54;PrefLabel;data integration;;gegevensintegratie;intégration de données;Datenintegration;ενσωμάτωση δεδομένων;integrazione dei dati;združevanje podatkov;http://data.loterre.fr/ark:/67375/TSO-WBDZJK00-P;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000487;;;;ISO 5127:2017(en), 3.1.11.24;
;Definition;Systematic combining of data from different independent and potentially heterogeneous sources, to create a more compatible, unified view of these data for research purposes.;ISO 5127:2017(en), 3.1.11.24;Systematische combinatie van gegevens uit verschillende onafhankelijke en potentieel heterogene bronnen, om een meer compatibel, eengemaakt beeld van deze gegevens voor onderzoeksdoeleinden te creëren.;Combinaison systématique de données provenant de différentes sources indépendantes et potentiellement hétérogènes, afin de créer une vue plus compatible et unifiée de ces données à des fins de recherche.;Systematische Datenkombination aus verschiedenen unabhängigen und potenziell heterogenen Quellen, um eine kompatiblere, einheitlichere Sicht auf diese Daten für Forschungszwecke zu schaffen.;Συστηματικός συνδυασμός δεδομένων από διαφορετικές ανεξάρτητες και δυνητικά ετερογενείς πηγές, για τη δημιουργία μιας πιο συμβατής, ενοποιημένης άποψης αυτών των δεδομένων για ερευνητικούς σκοπούς.;Combinazione sistematica di dati provenienti da diverse fonti indipendenti e potenzialmente eterogenee, per creare una visione più compatibile e unificata di questi dati a fini di ricerca.;Sistematično združevanje podatkov iz različnih neodvisnih in potencialno heterogenih virov, da bi ustvarili bolj primerljiv, poenoten pogled na te podatke za raziskovalne namene.;;;;;;;
data_integrity_55;PrefLabel;data integrity;;gegevensintegriteit;intégrité des données;Datenintegrität;ακεραιότητα δεδομένων;integrità dei dati;celovitost podatkov;;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000336;;;;ISO 5127:2017(en), 3.1.11.15;
;Definition;Quality of data lawfully acquired, validated, stored and kept up to date.;ISO 5127:2017(en), 3.1.11.15;Kwaliteit van de gegevens die rechtmatig zijn verkregen, gevalideerd, opgeslagen en bijgewerkt.;Qualité des données légalement acquises, validées, stockées et tenues à jour.;Qualität der rechtmäßig erworbenen, validierten, gespeicherten und auf dem neuesten Stand gehaltenen Daten.;Ποιότητα των δεδομένων που λαμβάνονται, επικυρώνονται, αποθηκεύονται και επικαιροποιούνται νόμιμα.;Qualità dei dati legalmente acquisiti, convalidati, conservati e aggiornati.;Doseganje kakovosti skozi zagotavljanje zakonitosti pridobivanja, zagoravljanje veljavnosti, spravila in vzdrževanja podatkov.;;;;;;;
data_interoperability_56;PrefLabel;data interoperability;;gegevensinteroperabiliteit ;interopérabilité des données ;Dateninteroperabilität;διαλειτουργικότητα δεδομένων ;interoperabilità dei dati ;interoperabilnost podatkov;http://data.loterre.fr/ark:/67375/TSO-C676TDJV-H;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000020;;;;ISO/IEC 20944-1:2013(en), 3.21.12.4;
;AltLabel;interoperability;;interoperabiliteit;interopérabilité ;Interoperabilität;διαλειτουργικότητα;interoperabilità;interoperabilnost;;;;;;;
;AltLabel;interoperability of data;;;;;;;povezljivost podatkov;;;;;;;
;Definition;FAIR principle that can be decomposed in: downloadable, usable, understandable and combinable with other data, by both humans and machines. a current implementation of this principle consists in using Semantic Web technologies (RDF, OWL, SKOS) to represent and link data and metadata.;"Translated from Loterre Open Science Thesaurus, ""intéropérable"", http://data.loterre.fr/ark:/67375/TSO-C676TDJV-H";FAIR-beginsel dat kan worden ontleed in: downloadbaar, bruikbaar, begrijpelijk en combineerbaar met andere gegevens, zowel door mensen als machines. een huidige implementatie van dit beginsel bestaat in het gebruik van Semntic Web-technologieën (RDF, OWL, SKOS) om gegevens en metadata weer te geven en te koppelen.;Principe FAIR qui peut être décomposé en : téléchargeable, utilisable, compréhensible et combinable avec d'autres données, tant par les humains que par les machines. Une mise en œuvre actuelle de ce principe consiste à utiliser les technologies du Web sémantique (RDF, OWL, SKOS) pour représenter et relier les données et les métadonnées.;Dieses FAIR-Prinzip lässt downloadbar, nutzbar, verständlich und mit anderen Daten kombinierbar, sowohl für Menschen als auch für Maschinen. Eine aktuelle Umsetzung dieses Prinzips ist die Verwendung von Semantik Web Technologien (RDF, OWL, SKOS), mit denen Daten und Metadaten dargestellt und verknüpft werden können.;Αρχή FAIR που μπορεί να αναλυθεί σε: μεταφορτώσιμα χρησιμοποιήσιμα, κατανοητά και συνδυάσιμα με άλλα δεδομένα, τόσο από ανθρώπους όσο και από μηχανές. Μια τρέχουσα εφαρμογή αυτής της αρχής συνίσταται στη χρήση τεχνολογιών του Σημασιολογικού Ιστού (RDF, OWL, SKOS) για την αναπαράσταση και τη σύνδεση δεδομένων και μεταδεδομένων.;Principio FAIR che può essere decomposto in: scaricabile, utilizzabile, comprensibile e combinabile con altri dati, sia da parte dell'uomo che delle macchine. un'attuale implementazione di questo principio consiste nell'uso di tecnologie Semntic Web (RDF, OWL, SKOS) per rappresentare e collegare dati e metadati.;Načelo FAIR, ki ga je mogoče razčleniti na: dosegljive, uporabne, razumljive in združljive z drugimi podatki, tako s strani ljudi kot strojev. Trenutno izvajanje tega načela vključuje uporabo tehnologij semantičnega spleta (RDF, OWL, SKOS) za prikazovanje in povezovanje podatkov in metapodatkov.;;;;;;;
data_leakage_57;PrefLabel;data leakage;;gegevenslekkage;fuite de données;Datenverlust;διαρροή δεδομένων;fuga di dati;razkritje podatkov;;;;;;;
;AltLabel;;;;divulagation de données;;;;;;;;;;;
;Definition;If personal data has been imperfectly anonymised, it may be possible by piecing it together (perhaps with data available from other sources) to reconstruct the identity of some data subjects together with personal data about them. The personal data, which should not have been published (see data protection ), may be said to have ‘leaked’ from the ‘anonymised’ data. Other kinds of confidential data can also be subject to leakage by, for example, poor data security measures.;"Open Data Handbook, Glossary, ""data leakage"", https://opendatahandbook.org/glossary/en/terms/data-leakage/";"Indien persoonsgegevens gebrekkig zijn geanonimiseerd, kan het mogelijk zijn door het samenvoegen van die gegevens (eventueel met gegevens uit andere bronnen) de identiteit van sommige betrokkenen te reconstrueren, samen met persoonsgegevens over hen. Er kan worden gesteld dat de persoonsgegevens, die niet hadden mogen worden gepubliceerd (zie gegevensbescherming ), uit de ""anoniem gemaakte"" gegevens zijn ""gelekt"". Ook andere soorten vertrouwelijke gegevens kunnen uitlekken, bijvoorbeeld door slechte gegevensbeveiligingsmaatregelen.";"Si les données à caractère personnel ont été imparfaitement anonymisées, il peut être possible, en les reconstituant (éventuellement avec des données disponibles auprès d'autres sources), de reconstituer l'identité de certaines personnes concernées ainsi que les données à caractère personnel les concernant. On peut dire que les données personnelles, qui n'auraient pas dû être publiées (voir la protection des données), ont ""fuité"" des données ""anonymisées"". D'autres types de données confidentielles peuvent également faire l'objet de fuites en raison, par exemple, de mauvaises mesures de sécurité des données.";"Wurden personenbezogene Daten unvollkommen anonymisiert, so kann, unter Umständen, mittels Rekonstruktion (möglicherweise mit Daten, die aus anderen Quellen stammen) sowohl die Identität von Betroffenen als auch deren persönliche Daten zurückverfolgt werden. Personenbezogene Daten, die nicht hätten veröffentlicht werden dürfen (siehe Datenschutz), sind sozusagen aus den ""anonymisierten"" Daten ""durchgesickert"". Andere Formen personenbezogener Daten können ebenfalls Gegenstand eines Lecks sein, z. B. wegen unzureichender Datensicherheitsmassnahmen.";"Εάν τα δεδομένα προσωπικού χαρακτήρα έχουν ανωνυμοποιηθεί ατελώς, μπορεί να είναι δυνατόν με τη σύνθεσή τους/ τον συνδυασμό τους (ίσως με δεδομένα που διατίθενται από άλλες πηγές) να ανακατασκευαστεί η ταυτότητα ορισμένων υποκειμένων των δεδομένων μαζί με τα προσωπικά τους δεδομένα. Τα προσωπικά δεδομένα, τα οποία δεν θα έπρεπε να έχουν δημοσιευθεί (βλ. προστασία δεδομένων ), μπορεί να λεχθεί ότι έχουν ""διαρρεύσει"" από τα ""ανωνυμοποιημένα"" δεδομένα. Άλλα είδη εμπιστευτικών δεδομένων μπορούν επίσης να υποστούν διαρροή, για παράδειγμα, λόγω ανεπαρκών μέτρων ασφάλειας δεδομένων.";"Se i dati personali sono stati resi anonimi in modo imperfetto, è possibile ricostruire l'identità di alcuni soggetti insieme ai dati personali che li riguardano, magari con dati disponibili da altre fonti. I dati personali, che non avrebbero dovuto essere pubblicati (vedi protezione dei dati), si può dire che siano ""trapelati"" dai dati ""resi anonimi"". Anche altri tipi di dati riservati possono essere soggetti a fughe di notizie, ad esempio a causa di scarse misure di sicurezza dei dati.";"Če so bili osebni podatki nepopolno anonimizirani, je mogoče z njihovim sestavljanjem (morda s podatki iz drugih virov) rekonstruirati identiteto nekaterih posameznikov, na katere se nanašajo osebni podatki, skupaj z osebnimi podatki o njih. Osebni podatki, ki ne bi smeli biti objavljeni (glej varstvo podatkov ), lahko ""uidejo"" iz ""anonimiziranih"" podatkov. Lahko pride do razkritja tudi drugih vrst zaupnih podatkov, na primer zaradi slabih ukrepov za varovanje podatkov.";;;;;;;
data_librarian_58;PrefLabel;data librarian;;gegevensbibliothecaris ;bibliothécaire de données ;Datenbibliothekar*in;βιβλιοθηκάριος δεδομένων ;bibliotecario di dati ;podatkovni knjižničar;http://data.loterre.fr/ark:/67375/TSO-PVGCQB0S-C;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000202;;;;;
;Definition;Data experts who have a librarian background. Data librarians often carry out curation and metadata related work. There is much overlap between data librarians, data managers, and data stewards.;"CASRAI Research Data Management Glossary, ""Data librarian"", https://casrai.org/rdm-glossary/";Data-experts met een bibliothecaire achtergrond. Gegevensbibliothecarissen voeren vaak curatie- en metadatagerelateerd werk uit. Er is veel overlapping tussen data librarians, data managers en data stewards.;Les expert·es en données qui ont une formation de bibliothécaire. Les bibliothécaires de données effectuent souvent des travaux liés à la conservation et aux métadonnées. Il existe de nombreux chevauchements entre les bibliothécaires de données, les gestionnaires de données et les responsables de données.;Datenexpert*innen mit einem bibliothekarischen Hintergrund. Datenbibliothekare*innen führen häufig Arbeiten im Zusammenhang mit der Datenverarbeitung und den Metadaten durch. Es bestehen viele Überschneidungen zwischen Datenbibliothekar*innen, Data Manager*innen und Data Stewards.;Εμπειρογνώμονες δεδομένων με βιβλιοθηκονομικό υπόβαθρο. Οι βιβλιοθηκονόμοι δεδομένων συχνά εκτελούν εργασίες που σχετίζονται με την επιμέλεια και τα μεταδεδομένα. Υπάρχει μεγάλη αλληλοεπικάλυψη μεταξύ βιβλιοθηκονόμων δεδομένων, διαχειριστών δεδομένων και εποπτών δεδομένων.;Esperti di dati che hanno un background da bibliotecari. I bibliotecari di dati spesso svolgono lavori di curatela e creazione  dei metadati. C'è molta sovrapposizione tra bibliotecari di dati, gestori di dati e amministratori di dati.;Strokovnjaki za podatke, ki imajo bibliotekarsko izobrazbo. Podatkovni knjižničarji pogosto opravljajo delo, povezano s skrbništvom in metapodatki. Podatkovni knjižničarji, upravljavci in skrbniki podatkov se v veliki meri prekrivajo.;;;;;;;
data_license_59;PrefLabel;data license;;datalicentie;licence des données;Datenlizenz;άδεια χρήσης δεδομένων;licenza dati;licenca nad podatki;;;license (http://hdl.handle.net/11459/CCR_C-2457_45bbaa1a-7002-2ecd-ab9d-57a189f694a6);http://schema.theodi.org/odrs#dataLicense;;;
;Definition;A description of the licensing conditions under which the resource can be used.;"CLARIN Concept Registry, ""license"", http://hdl.handle.net/11459/CCR_C-2457_45bbaa1a-7002-2ecd-ab9d-57a189f694a6";Een beschrijving van de licentievoorwaarden waaronder de bron kan worden gebruikt.;Une description des conditions de licence sous lesquelles la ressource peut être utilisée.;Eine Beschreibung der Lizenzbedingungen, unter denen die Ressource genutzt werden kann.;Περιγραφή των όρων αδειοδότησης υπό τους οποίους μπορεί να χρησιμοποιηθεί ο πόρος.;Una descrizione delle condizioni di licenza sotto le quali la risorsa può essere usata.;Opis licenčnih pogojev, pod katerimi se lahko vir uporablja.;;;;;;;
data_lifecycle_60;PrefLabel;data lifecycle;;gegevenslevenscyclus;cycle de vie des données;Datenlebenszyklus;κύκλος ζωής δεδομένων;ciclo di vita dei dati;življenjski krog podatkov;http://data.loterre.fr/ark:/67375/TSO-R30X16GJ-L;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000213;;http://www.data-knowledge.org/dk/DataLifecycle;;ISO/IEC 20547-3:2020(en), 3.16;
;AltLabel;data life cycle;;;;;;;;;;;;;;
;Definition;All the steps pertaining to research data management, from data creation to data archiving, with the aim of making them permanently FAIR.;"Translated from Loterre Open Science Thesaurus, ""cycle de vie des données"", http://data.loterre.fr/ark:/67375/TSO-R30X16GJ-L";Alle stappen in het beheer van onderzoeksgegevens, van de creatie van gegevens tot de archivering ervan, met als doel ze permanent FAIR te maken.;Toutes les étapes de la gestion des données de recherche, de la création des données à leur archivage, dans le but de les rendre durablement FAIR.;Sämtliche Schritte des Forschungsdatenmanagements, von der Datenerstellung bis hin zur Datenarchivierung, im Hinblick auf ihre nachhaltige FAIRstellung.;Όλα τα στάδια που αφορούν στη διαχείριση των ερευνητικών δεδομένων, από τη δημιουργία των δεδομένων έως την αρχειοθέτησή τους, με στόχο τη μόνιμη μετατροπή τους σε δεδομένα FAIR.;Tutti i passi relativi alla gestione dei dati di ricerca, dalla creazione dei dati all'archiviazione degli stessi, con l'obiettivo di renderli permanentemente FAIR.;Vsi koraki, ki se nanašajo na ravnanje z raziskovalnimi podatki, od ustvarjanja podatkov do njihovega arhiviranja, s ciljem, da postanejo trajno FAIR.;;;;;;;
data_lineage_61;PrefLabel;data lineage;;datalineage;traçabilité des données;Datenherkunft;καταγωγή δεδομένων;lignaggio dei dati;podatkovna linija;;;;;;;
;Definition;Data lineage includes the data origin, what happens to it and where it moves over time.;"Wikipedia, ""Data lineage"", https://en.wikipedia.org/wiki/Data_lineage";De oorsprong van de gegevens, wat ermee gebeurt en waarheen de gegevens zich in de loop van de tijd verplaatsen.;La traçabilité des données comprend l'origine des données, ce qui leur arrive et où elles sont déplacées dans le temps.;Die Datenherkunft umfasst den Ursprung der Daten, was mit ihnen geschieht und wohin sie sich im Laufe der Zeit bewegen.;Η καταγωγή δεδομένων περιλαμβάνει την προέλευση των δεδομένων, τι τους συμβαίνει και πού μετακινούνται με την πάροδο του χρόνου.;Il lignaggio dei dati include l'origine dei dati, ciò che accade ad essi e dove si spostano nel tempo.;Linija podatkov vključuje izvor podatkov, kaj se z njimi dogaja in kam gredo skozi čas.;;;;;;;
data_linkage_62;PrefLabel;data linkage;;gegevenskoppeling;appariement de données;Datenverknüpfung;διασύνδεση δεδομένων;collegamento dei dati;povezovanje podatkov;;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000423;;;;ISO 5127:2017(en), 3.1.11.12;
;Definition;The process of bringing together from two or more different sources, data that relate to the same individual, family, place or event.;"CASRAI Research Data Management, ""Data linkage"", https://casrai.org/rdm-glossary/";Het proces waarbij uit twee of meer verschillende bronnen gegevens worden samengebracht die betrekking hebben op hetzelfde individu, dezelfde familie, dezelfde plaats of dezelfde gebeurtenis.;Processus consistant à rassembler, à partir de deux ou plusieurs sources différentes, des données relatives à une même personne, une même famille, un même lieu ou un même événement.;Die Zusammenführung von Daten aus zwei oder mehr unterschiedlichen Quellen, die sich auf dieselbe Person, Familie, Ort oder Ereignis beziehen.;Η διαδικασία συγκέντρωσης, από δύο ή περισσότερες διαφορετικές πηγές, δεδομένων που αφορούν το ίδιο άτομο, την ίδια οικογένεια, τον ίδιο τόπο ή το ίδιο γεγονός.;Il processo di mettere insieme da due o più fonti diverse, dati che si riferiscono allo stesso soggetto, famiglia, luogo o evento.;Postopek združevanja podatkov iz dveh ali več različnih virov, ki se nanašajo na istega posameznika, družino, kraj ali dogodek.;;;;;;;
data_management_63;PrefLabel;data management;;gegevensbeheer ;gestion des données ;Datenverwaltung (Datenmanagement);διαχείριση δεδομένων ;gestione dei dati ;ravnananje podatkov;http://data.loterre.fr/ark:/67375/TSO-NJ1CVNL6-F;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000141;;http://www.data-knowledge.org/dk/DataManagementProcess;;ISO/IEC TR 10032:2003(en), 2.26;
;AltLabel;management of (research) data;;beheer van (onderzoeks)gegevens;gestion des données (de recherche);Verwaltung von (Forschungs-)Daten;διαχείριση των (ερευνητικών) δεδομένων;gestione dei dati (di ricerca);ravnanje z (raziskovalnimi) podatki.;;;;;;;
;AltLabel;manage data;;gegevens beheren;gérer les données;Daten verwalten;διαχειρίζομαι δεδομένα;gestire i dati;ravnati s podatki;;;;;;;
;Definition;Data management refers to activities undertaken to organise and handle data throughout the study period – from study design and data collection, through to the dissemination of results, data sharing and archiving.;Waithira, N., Mutinda, B., and Cheah, P.Y (2019). Data Management and Sharing Policy: the First Step Towards Promoting Data Sharing. BMC Medicine. 2019 Apr;;;;;;;;;;;;;
data_management_lifecycle_64;PrefLabel;data management lifecycle;;levenscyclus van gegevensbeheer;cycle de vie de la gestion des données;Lebenszyklus der Datenverwaltung;κύκλος ζωής διαχείρισης δεδομένων;ciclo di vita della gestione dei dati;življenjski krog ravnanja z raziskovalnimi podatki;;;;;;;
;Definition;The different stages that the data traverses throughout its life from the time of inception to destruction.;"Sujith Kumar (2020), Stealthbits, ""What is Data Lifecycle Management?"", https://stealthbits.com/blog/what-is-data-lifecycle-management/";De verschillende stadia die de gegevens tijdens hun leven doorlopen, van het moment van ontstaan tot vernietiging.;Les différentes étapes que traversent les données tout au long de leur vie, de leur création à leur destruction.;Die verschiedenen Phasen, die Daten im Laufe ihres Lebens durchlaufen, von ihrer Erstellung bis zu ihrer Vernichtung.;Τα διάφορα στάδια που διανύουν τα δεδομένα κατά τη διάρκεια της ζωής τους από τη στιγμή της δημιουργίας τους έως την καταστροφή τους.;Le diverse fasi che i dati attraversano durante la loro vita, dal momento dell'inizio alla distruzione.;Različne faze, skozi katere gredo podatki v svojem življenju od nastanka do uničenja.;;;;;;;
data_management_plan_65;PrefLabel;data management plan;;plan voor gegevensbeheer;plan de gestion des données;Datenverwaltungsplan;σχέδιο διαχείρισης δεδομένων;piano di gestione dei dati;načrt ravnanja z raziskovalnimi podatki;http://data.loterre.fr/ark:/67375/TSO-MJZBK64J-5;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000196;;http://purl.org/spar/fabio/DataMangementPlan;;;
;Definition;Formal document that outlines how to handle research data both during your research and after the research project is completed. ;"Loterre Open Science Thesaurus, ""data management plan"", http://data.loterre.fr/ark:/67375/TSO-MJZBK64J-5";Formeel document waarin wordt uiteengezet hoe u zowel tijdens uw onderzoek als na afloop van het onderzoeksproject met onderzoeksgegevens omgaat.;Document formel qui décrit comment traiter les données de recherche pendant et après la fin du projet de recherche.;Formales Dokument, das den Umgang mit Forschungsdaten sowohl während der Forschung als auch nach Abschluss des Forschungsprojekts regelt.;Επίσημο έγγραφο που περιγράφει τον τρόπο χειρισμού των ερευνητικών δεδομένων τόσο κατά τη διάρκεια της έρευνάς σας όσο και μετά την ολοκλήρωση του ερευνητικού έργου.;Documento formale che delinea come gestire i dati della ricerca sia durante la ricerca che dopo che il progetto di ricerca è stato completato.;Obrazec, v katerem je podan pregled načrtovanega ravnanja z raziskovalnimi podatki tako v teku trajanja raziskovanja kot tudi po koncu raziskovalnega projekta.;;;;;;;
data_management_planning_66;PrefLabel;data management planning;;plan voor gegevensbeheer;planification de la gestion des données;Datenverwaltungsplan;σχεδιασμός διαχείρισης δεδομένων ;piano di gestione dei dati;načrtovanje ravnanja z raziskovalnimi podatki;;;;;;;
;Definition;The planning of all activities to be undertaken to organise and handle data.;"Adapted from ""Data Management Plan""";De planning van alle activiteiten die moeten worden ondernomen om gegevens te ordenen en te verwerken.;La planification de toutes les activités à entreprendre pour organiser et traiter les données.;Die Planung aller Aktivitäten, die zur Organisation und Bearbeitung von Daten durchgeführt werden müssen.;Ο σχεδιασμός όλων των δραστηριοτήτων που πρέπει να αναληφθούν για την οργάνωση και τον χειρισμό των δεδομένων.;La pianificazione di tutte le attività da intraprendere per organizzare e trattare i dati.;Načrtovanje vseh korakov, ki jih je treba izvesti za organizacijo in pripravo podatkov.;;;;;;;
data_manager_67;PrefLabel;data manager;;datamanager;gestionnaire de données;Datenverwalter*in (Datenmanager*in);διαχειριστής δεδομένων;gestore dei dati;podatkovni organizator;;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000520;;http://id.loc.gov/vocabulary/relators/dtm;;ISO 8000-2:2020(en), 3.14.3;
